inferred_cell_type,sequence_file.insdc_run_accessions,cell_suspension.biomaterial_core.biomaterial_id,cell_suspension.provenance.document_id
pancreatic D cell,SRR3563140,GSM2172810 1,0e1fcaad-6563-4f51-97f7-87de7f2ea922
not available,SRR3563141,GSM2172811 1,d61dd17e-d8df-4129-a854-cd5ec2b641b7
type B pancreatic cell,SRR3563142,GSM2172812 1,d7caebc2-bc72-4851-a415-10ebebccaa34
type B pancreatic cell,SRR3563143,GSM2172813 1,3f9140f9-6afa-4446-9319-22be0ad2c20a
type B pancreatic cell,SRR3563144,GSM2172814 1,5dfe74df-1e89-47ef-86a0-09ec0e4dc41e
type B pancreatic cell,SRR3563145,GSM2172815 1,992729a5-8802-4f61-a7b9-ce07f7b81a8e
not available,SRR3563146,GSM2172816 1,73236556-79c6-4c5f-8452-468c53e9cf85
type B pancreatic cell,SRR3563147,GSM2172817 1,533957ed-1080-4464-be77-d00c206fdd0f
type B pancreatic cell,SRR3563148,GSM2172818 1,3ab54d59-e668-44ce-ab30-2b8cc18de40e
pancreatic A cell,SRR3563149,GSM2172819 1,f72fc2ba-9d67-4034-bbfd-be0c70c9d643
pancreatic D cell,SRR3563150,GSM2172820 1,1fc3f2d3-5f00-457b-a910-afc9c4f03a8a
acinar cell,SRR3563151,GSM2172821 1,3254bc18-7153-4ead-83be-3219b44e01cd
pancreatic A cell,SRR3563152,GSM2172822 1,fb64730c-ff39-4440-94b9-ee2c53edbb43
pancreatic A cell,SRR3563153,GSM2172823 1,bcd0bc05-f52b-4b68-a721-a741f282d715
pancreatic A cell,SRR3563154,GSM2172824 1,ae63d326-a666-4d4d-a7f2-da08e429eb52
acinar cell,SRR3563155,GSM2172825 1,1c777277-b9ad-4003-9833-4292590cd125
pancreatic A cell,SRR3563156,GSM2172826 1,08e43388-c05e-418c-82f1-32a275b1fe10
pancreatic A cell,SRR3563157,GSM2172827 1,99ae5510-ffdf-4f6e-8664-472029f4f6c3
acinar cell,SRR3563158,GSM2172828 1,f6a6d5d5-f2f6-4070-ba9b-bd3d3038b222
pancreatic D cell,SRR3563159,GSM2172829 1,68385702-9648-48b9-ba26-a8c64dd19e89
pancreatic A cell,SRR3563160,GSM2172830 1,39f521f8-0e24-4ea0-8577-d6ff20744448
pancreatic A cell,SRR3563161,GSM2172831 1,08553b8a-01fb-4d0f-b164-cf5faa35c681
pancreatic A cell,SRR3563162,GSM2172832 1,bfe75809-04ae-4f0f-92c7-175403ccdf6a
pancreatic A cell,SRR3563163,GSM2172833 1,8f3cc010-0d1d-4ae8-b4c9-163b4c5cc550
pancreatic A cell,SRR3563164,GSM2172834 1,e5c7ea10-bd87-403d-a505-0a5577948486
pancreatic D cell,SRR3563165,GSM2172835 1,a8649813-748d-41ff-b88d-494f64a2410a
pancreatic A cell,SRR3563166,GSM2172836 1,5b8ba1fe-7b17-4d63-a565-c68b198bc80d
type B pancreatic cell,SRR3563167,GSM2172837 1,4ec46222-deb1-4e83-88cc-682438229893
acinar cell,SRR3563168,GSM2172838 1,59d495f2-59d9-45b6-9d17-4faaabc3788c
acinar cell,SRR3563169,GSM2172839 1,d2db258e-7385-4701-a2a9-12937d16d52a
pancreatic A cell,SRR3563170,GSM2172840 1,6a7530b7-848d-451c-a196-6fc04179f9e8
acinar cell,SRR3563171,GSM2172841 1,07710267-966b-414c-a441-fec97c7d0251
pancreatic A cell,SRR3563172,GSM2172842 1,fd249987-5682-4a51-8ac9-521d073066c3
acinar cell,SRR3563173,GSM2172843 1,7c968dd9-249b-4ab2-9a0b-12d8ed5f1016
pancreatic A cell,SRR3563174,GSM2172844 1,48af1741-97df-4375-94a6-4ed90b49ad31
pancreatic A cell,SRR3563175,GSM2172845 1,4ee31533-f440-4c46-8f87-a46ade2b71ce
pancreatic A cell,SRR3563176,GSM2172846 1,3b89201b-890f-4464-87e1-c226f50b1664
acinar cell,SRR3563177,GSM2172847 1,c87d5e6e-b7e6-49f2-80bf-3b85e6bf7abb
pancreatic A cell,SRR3563178,GSM2172848 1,1ee0fa40-3de5-4e41-83cc-5946dff52d35
acinar cell,SRR3563179,GSM2172849 1,163813ce-9347-4eab-954c-b4b0524bbb4a
not available,SRR3563180,GSM2172850 1,ba8c7339-86f8-4e84-9066-d3ae730b3380
acinar cell,SRR3563181,GSM2172851 1,87a67424-acbc-4be1-a6d1-26b600074c23
acinar cell,SRR3563182,GSM2172852 1,e602bfb2-761d-4cdf-9b39-3d63e9cc89fa
type B pancreatic cell,SRR3563183,GSM2172853 1,70026039-636e-4c86-9027-ce3352a3f7b1
pancreatic A cell,SRR3563184,GSM2172854 1,a2a2f604-444c-41b1-befa-25cf7461bf74
acinar cell,SRR3563185,GSM2172855 1,d87fa315-a267-4de1-8c97-0c36b859643e
acinar cell,SRR3563186,GSM2172856 1,440fdf92-11c9-4363-8ec5-4698474a1694
acinar cell,SRR3563187,GSM2172857 1,cb256ac0-a81d-44f8-896b-d1db8be039cf
pancreatic A cell,SRR3563188,GSM2172858 1,bcc237b2-b9d5-4757-8bee-21d10be8f0c8
pancreatic A cell,SRR3563189,GSM2172859 1,8f01a5a0-2fd4-4f30-96b0-5d770d535e9e
pancreatic A cell,SRR3563190,GSM2172860 1,c64487e3-b191-4068-bed1-cdb60e57d477
pancreatic A cell,SRR3563191,GSM2172861 1,4010aca0-cbac-48a1-bc48-9e6f3fe9e31b
acinar cell,SRR3563192,GSM2172862 1,64e20c34-5cd7-4aef-a6d7-aaca22a04e4c
acinar cell,SRR3563193,GSM2172863 1,96858a1b-f9c9-4366-85e8-61c108c4abca
pancreatic A cell,SRR3563194,GSM2172864 1,292225c4-1bee-411f-ad7e-171459a579fc
acinar cell,SRR3563195,GSM2172865 1,ec5bd084-f315-4a80-a24a-822edd58df07
acinar cell,SRR3563196,GSM2172866 1,91c56ef6-09ba-4a1d-b9cf-227a102dc1f8
acinar cell,SRR3563197,GSM2172867 1,f4896258-637f-4d30-8b7b-0808d018627e
acinar cell,SRR3563198,GSM2172868 1,eaeae15b-ea5e-4411-a798-ce94d57d494b
pancreatic A cell,SRR3563199,GSM2172869 1,f8082391-2de7-4a3e-baa2-d5d189ab4e5d
pancreatic A cell,SRR3563200,GSM2172870 1,2d329d63-9f9d-4a34-8bae-ce1cb3fcb2cd
pancreatic A cell,SRR3563201,GSM2172871 1,d8af775a-c849-4395-a8e0-6863d8d95238
type B pancreatic cell,SRR3563202,GSM2172872 1,bdd21e00-0b24-4f28-b180-9fa52fed01e1
type B pancreatic cell,SRR3563203,GSM2172873 1,ed9bd8ab-e26e-4437-86ea-3d70960494bb
pancreatic A cell,SRR3563204,GSM2172874 1,44287f06-1730-47a4-a7f3-77c268ba27e2
pancreatic A cell,SRR3563205,GSM2172875 1,df020b9c-46c2-4a9e-a90a-4aaad2e6821b
type B pancreatic cell,SRR3563206,GSM2172876 1,20e0c57a-6495-4f56-8f8c-0c368c59e13a
acinar cell,SRR3563207,GSM2172877 1,24f2ffac-f658-4966-8c02-533b66b0b056
pancreatic A cell,SRR3563208,GSM2172878 1,059610c9-5d2e-4428-a2c7-7feef7a3ecf2
type B pancreatic cell,SRR3563209,GSM2172879 1,be32a02c-952c-4c63-90ab-ac2481799be6
pancreatic A cell,SRR3563210,GSM2172880 1,7404d592-dd0c-465b-bbb9-6717d2633279
pancreatic A cell,SRR3563211,GSM2172881 1,c2e9fb0e-bff3-4312-9176-e8bd5df51c8f
pancreatic D cell,SRR3563212,GSM2172882 1,c9f8a450-e464-4564-b2ad-d2c6fc8f5dc4
pancreatic A cell,SRR3563213,GSM2172883 1,fabf95dc-2188-4a37-8380-76f2690be0e1
acinar cell,SRR3563214,GSM2172884 1,5631d82f-09a9-4738-942c-494a17e4a049
type B pancreatic cell,SRR3563215,GSM2172885 1,2a8ab4e6-a7c1-4b79-a71e-13f6236f2ce5
pancreatic A cell,SRR3563216,GSM2172886 1,f498140b-bb60-4f0e-bb23-4f2388b7a32d
pancreatic A cell,SRR3563217,GSM2172887 1,296eb4cb-f784-4275-8211-1346de9236b8
pancreatic A cell,SRR3563218,GSM2172888 1,196cd6b1-c78c-4f6d-8486-4483d6585d40
acinar cell,SRR3563219,GSM2172889 1,b3095116-75cf-4763-8c39-62656bdcd055
pancreatic A cell,SRR3563220,GSM2172890 1,6cdb90f8-65ad-4272-8232-1319e9c2dc1a
pancreatic A cell,SRR3563221,GSM2172891 1,92f1fba6-ca6d-4f0a-99bf-755067a2745d
type B pancreatic cell,SRR3563222,GSM2172892 1,ac323d95-622a-4ea4-ac9d-1f5df8f23730
pancreatic A cell,SRR3563223,GSM2172893 1,f7062c5d-7a1d-4105-b90d-e0c8ed8bc488
pancreatic A cell,SRR3563224,GSM2172894 1,f58bc821-e305-443c-9ee2-f49336887eba
pancreatic A cell,SRR3563225,GSM2172895 1,65ab5c19-a97a-492e-acca-40e03977ded5
acinar cell,SRR3563226,GSM2172896 1,e3b52977-64a4-40c2-882b-ec76eb95aa07
type B pancreatic cell,SRR3563227,GSM2172897 1,3d2ebb3b-4c3e-4317-a240-3d31f2819f5e
pancreatic A cell,SRR3563228,GSM2172898 1,13248987-2267-4a58-9e42-9872502a15fe
acinar cell,SRR3563229,GSM2172899 1,3217638a-8118-43fd-8ae1-3119f3de0486
pancreatic A cell,SRR3563230,GSM2172900 1,719936b6-59b5-4192-9de1-9064ceafe813
acinar cell,SRR3563231,GSM2172901 1,87ffe680-eca2-4416-a363-82088884855c
type B pancreatic cell,SRR3563232,GSM2172902 1,1559b579-c32e-42e1-9a4b-fef058518258
acinar cell,SRR3563233,GSM2172903 1,73e8aa9d-9e6c-4d96-89c0-244dec278bce
acinar cell,SRR3563234,GSM2172904 1,94c7b2ce-6830-43d5-b231-3062304446b2
pancreatic A cell,SRR3563235,GSM2172905 1,207543d3-3e26-4848-86d3-1148a3f8cb92
pancreatic A cell,SRR3563236,GSM2172906 1,0e16a0bf-0e95-4bed-9b1a-e820ed725d5e
pancreatic A cell,SRR3563237,GSM2172907 1,6ea92880-d169-4121-8d4c-1bceda5e6e78
pancreatic A cell,SRR3563238,GSM2172908 1,9619c495-88cb-437a-985a-1cfa421a47bc
acinar cell,SRR3563239,GSM2172909 1,276525b6-ae6b-44e7-817f-a39097f67ebe
pancreatic A cell,SRR3563240,GSM2172910 1,7d06e6e0-d268-4891-b050-a1c22b601525
pancreatic A cell,SRR3563241,GSM2172911 1,3da9c73c-5eb3-40d0-9695-ddef34a018fb
pancreatic A cell,SRR3563242,GSM2172912 1,5ea7ee01-864c-4286-99a7-19732a682ddd
acinar cell,SRR3563243,GSM2172913 1,19ad26dd-9cfe-4012-b80f-dd51e423b1e3
pancreatic A cell,SRR3563244,GSM2172914 1,23add5e7-32d5-4de8-ad51-f65912c0b0fc
type B pancreatic cell,SRR3563245,GSM2172915 1,ed5705fb-765e-4764-9d5b-c5193d84036b
acinar cell,SRR3563246,GSM2172916 1,36b904c3-2923-4149-be88-7d406528fc7e
acinar cell,SRR3563247,GSM2172917 1,02b4265d-9266-4d73-842b-ff6b93c54a74
pancreatic A cell,SRR3563248,GSM2172918 1,f16a288b-f97c-446b-88c4-9578e65207c5
acinar cell,SRR3563249,GSM2172919 1,49a71d55-d85b-4c73-b0c6-bf9bee7080f8
acinar cell,SRR3563250,GSM2172920 1,1c98d861-e942-473a-a8b7-77ff26f1be38
acinar cell,SRR3563251,GSM2172921 1,d2f48861-0d37-4125-97fd-a2a810c728ac
pancreatic D cell,SRR3563252,GSM2172922 1,9bffccf9-6bb8-4832-ac83-af89f0c625e7
acinar cell,SRR3563253,GSM2172923 1,e2526435-a6d4-4c2d-92c3-1264594cf2c4
pancreatic A cell,SRR3563254,GSM2172924 1,2f1cdbee-ee60-4c7c-bdbb-6006ec9866de
mesenchymal cell,SRR3563255,GSM2172925 1,4db53fdb-255f-4a4d-920f-8b3e4d1c5277
pancreatic D cell,SRR3563256,GSM2172926 1,62ff0ae4-de91-44b1-995e-801afcc565b8
pancreatic A cell,SRR3563257,GSM2172927 1,65aba2b6-13c5-478a-842f-8b6f18a614df
pancreatic ductal cell,SRR3563258,GSM2172928 1,fa222e15-af4e-4829-bd4e-7daf0e77f6e3
pancreatic A cell,SRR3563259,GSM2172929 1,0aced1ca-37b1-4e15-bf8b-6a6bc17037d0
pancreatic A cell,SRR3563260,GSM2172930 1,18cf57b3-7ce8-4211-830f-cc340dbf97fe
pancreatic A cell,SRR3563261,GSM2172931 1,82b17d03-36a6-4e2b-8718-c62af4300fd5
type B pancreatic cell,SRR3563262,GSM2172932 1,1514096c-64ad-49e6-8fe3-3a99b640a61f
pancreatic D cell,SRR3563263,GSM2172933 1,c13856b6-4c38-4af5-a413-f75adb61d79a
not available,SRR3563264,GSM2172934 1,02583626-682b-4374-874a-99bd2e6a956e
type B pancreatic cell,SRR3563265,GSM2172935 1,ce6b4dc3-f9ea-4464-a56b-269d33de1fd7
pancreatic A cell,SRR3563266,GSM2172936 1,241568ff-8c5e-44fb-9ab9-83a026238a5b
acinar cell,SRR3563267,GSM2172937 1,42984eb6-fddc-40a2-ab67-7aa4bd1b6584
pancreatic ductal cell,SRR3563268,GSM2172938 1,5c107734-e401-4773-a41e-ae3bd5ee9fb4
acinar cell,SRR3563269,GSM2172939 1,5936bb97-65d5-4eca-a3d2-6fe073a3ca78
pancreatic A cell,SRR3563270,GSM2172940 1,b5097f53-c67a-4052-a6c8-d12d11774f55
pancreatic A cell,SRR3563271,GSM2172941 1,33355ceb-2ddc-41c9-81ec-cfd35fb2d51d
pancreatic A cell,SRR3563272,GSM2172942 1,1244b7bc-ecfe-4453-bb78-ec2b2f7b3d07
acinar cell,SRR3563273,GSM2172943 1,5e00bf06-d1e2-48ad-8e59-9dbd349fae7e
pancreatic ductal cell,SRR3563274,GSM2172944 1,0078ed02-5afa-49e8-977e-0b15ae2c59e4
type B pancreatic cell,SRR3563275,GSM2172945 1,ce7cb7bb-2953-480d-95ef-e7e72e3133ad
acinar cell,SRR3563276,GSM2172946 1,5b475696-7be1-463f-9a15-7a520ced6c74
pancreatic A cell,SRR3563277,GSM2172947 1,39b096ba-86b8-4eaa-a280-334c8c63c071
pancreatic A cell,SRR3563278,GSM2172948 1,1e2083fd-1da6-4bd3-b9fa-1ff61aa41f49
mesenchymal cell,SRR3563279,GSM2172949 1,b77ff6fa-59f7-4b4b-b926-e3d4ac5b1c25
acinar cell,SRR3563280,GSM2172950 1,cd60e651-3fab-4e7d-982c-f80d104ec2a6
acinar cell,SRR3563281,GSM2172951 1,cd0080ab-eca5-4ee1-8861-851a310248da
mesenchymal cell,SRR3563282,GSM2172952 1,302e18b9-93ed-40b0-bbf4-5ddec7ad57c5
pancreatic ductal cell,SRR3563283,GSM2172953 1,7d250ae4-eb1c-482a-867e-15b4976edf5d
pancreatic D cell,SRR3563284,GSM2172954 1,92dd41ff-c11d-4f90-b3fc-d1d94e7a90ff
pancreatic A cell,SRR3563285,GSM2172955 1,17c14f23-4709-403a-8096-f4d4a5219a97
pancreatic A cell,SRR3563286,GSM2172956 1,02622026-e4a4-4733-bc5a-4264897772f9
acinar cell,SRR3563287,GSM2172957 1,5ff374c9-0b7e-4da1-b569-7469ab4976ae
acinar cell,SRR3563288,GSM2172958 1,75ea3115-1aa5-407f-8631-13f91316f763
pancreatic D cell,SRR3563289,GSM2172959 1,e72506dd-256c-4c7c-9b49-5f02edbec49c
pancreatic A cell,SRR3563290,GSM2172960 1,491d5905-7fbb-4a04-9679-64388854dd0a
pancreatic ductal cell,SRR3563291,GSM2172961 1,bfc49abf-3cc2-4dbf-893d-a8a68b37094f
pancreatic ductal cell,SRR3563292,GSM2172962 1,2a97305a-3f83-4872-b7bc-1bfec1f5aad7
pancreatic A cell,SRR3563293,GSM2172963 1,6e68ebdd-46c3-4549-b7e7-01a4ae491d91
pancreatic ductal cell,SRR3563294,GSM2172964 1,1d308f03-7136-4be9-9d00-a336c3fba4f5
acinar cell,SRR3563295,GSM2172965 1,61c44a81-7dcf-4e11-8ea2-ae17b174abd4
acinar cell,SRR3563296,GSM2172966 1,58a9289c-d070-4255-8454-25f736b4f195
mesenchymal cell,SRR3563297,GSM2172967 1,e8dc4a6b-4caa-465b-a654-1e51cf48b9ee
pancreatic A cell,SRR3563298,GSM2172968 1,ea7fc381-2cae-4f2b-a989-90557ac9eca3
pancreatic A cell,SRR3563299,GSM2172969 1,5e7beaf6-945d-4c49-8a82-22f360d916d0
pancreatic ductal cell,SRR3563300,GSM2172970 1,e5f1bf7d-0b58-46c3-8ee1-28f35698888a
acinar cell,SRR3563301,GSM2172971 1,a61b9036-4fc6-4caa-8e6b-8f8dce953de1
acinar cell,SRR3563302,GSM2172972 1,4d4b4a17-53cb-41ce-9017-ddbe139afc22
acinar cell,SRR3563303,GSM2172973 1,06cd82c9-6aef-473f-93c7-597ad48195cd
pancreatic ductal cell,SRR3563304,GSM2172974 1,4ebd5464-f326-4c7b-9297-3e457b6a0141
pancreatic A cell,SRR3563305,GSM2172975 1,6c442159-ce78-40ff-8539-2c0214c1707e
acinar cell,SRR3563306,GSM2172976 1,a8f8c3d1-de0c-4a51-9504-c8ce7b759856
pancreatic A cell,SRR3563307,GSM2172977 1,9e85130e-f4bc-4117-b07c-f475902bfd8e
pancreatic A cell,SRR3563308,GSM2172978 1,a70d2bf5-865f-4abc-946d-dd8447dcf04c
pancreatic A cell,SRR3563309,GSM2172979 1,fec37394-a3ae-41fd-9635-a43202593c7e
pancreatic A cell,SRR3563310,GSM2172980 1,bf8168ff-9798-4314-8209-a52fcdc0abef
pancreatic A cell,SRR3563311,GSM2172981 1,69a38678-c975-4a78-a34c-ae632f2ba1fa
pancreatic A cell,SRR3563312,GSM2172982 1,0959a0cc-a06f-4263-9180-48e3724eb9bb
acinar cell,SRR3563313,GSM2172983 1,557a8595-fee3-453e-82f4-31147e95a006
mesenchymal cell,SRR3563314,GSM2172984 1,dfb35dcf-0eec-410d-a61b-2742a555e773
pancreatic A cell,SRR3563315,GSM2172985 1,a1fd8280-23b1-4dfe-8631-8e1e5836903a
pancreatic A cell,SRR3563316,GSM2172986 1,0546f631-8386-4f36-b7c2-8944fd5b0ac7
mesenchymal cell,SRR3563317,GSM2172987 1,0d10afa5-1765-438e-a047-127dc602d65c
type B pancreatic cell,SRR3563318,GSM2172988 1,48efd722-bac0-46c6-a749-2fc9db19a44b
acinar cell,SRR3563319,GSM2172989 1,c7d7ccc4-1e02-4eef-811d-573db443418e
type B pancreatic cell,SRR3563320,GSM2172990 1,6bac699a-3fc5-43d8-ae64-764a590d9172
pancreatic A cell,SRR3563321,GSM2172991 1,c4e66669-e72b-45b0-ab10-4ef106777707
type B pancreatic cell,SRR3563322,GSM2172992 1,9a97aad6-4454-48af-b743-d7107ae17955
mesenchymal cell,SRR3563323,GSM2172993 1,1733a557-7d0d-4acd-b2aa-df28784d31b5
pancreatic A cell,SRR3563324,GSM2172994 1,c9ac5f77-294f-4e8f-89cd-2c758e1f251f
acinar cell,SRR3563325,GSM2172995 1,f55d9ec5-acca-4a7f-8c79-43699feda727
pancreatic A cell,SRR3563326,GSM2172996 1,b3975708-8ef9-43ee-ab94-0c8aa7594db3
acinar cell,SRR3563327,GSM2172997 1,c36cb00b-edfe-4980-a143-00c3fe82edf3
pancreatic ductal cell,SRR3563328,GSM2172998 1,69042863-a406-4b25-9fc9-44ea1c6c9477
type B pancreatic cell,SRR3563329,GSM2172999 1,7af7e9e1-376a-43c7-8bcf-0da778337fc9
acinar cell,SRR3563330,GSM2173000 1,0848b8fc-fcd5-4d3b-ad25-1b90a00d17e7
pancreatic A cell,SRR3563331,GSM2173001 1,0975884e-3caf-41c8-93a8-dc12b6102ffb
acinar cell,SRR3563332,GSM2173002 1,07814c8b-c549-48aa-879c-09e20f4ab4da
not available,SRR3563333,GSM2173003 1,cec1b5ce-96ac-49dd-a296-4134311e65d7
pancreatic A cell,SRR3563334,GSM2173004 1,fd3e246f-4b19-49de-98c8-cd7f669cbcf5
mesenchymal cell,SRR3563335,GSM2173005 1,cc9fe877-179e-45e4-be84-1d992106bdd0
type B pancreatic cell,SRR3563336,GSM2173006 1,5b925827-fe9e-4ba9-8437-19e68d11c5a8
acinar cell,SRR3563337,GSM2173007 1,2bf1ff43-1ba4-411f-b7ec-198496686fad
not available,SRR3563338,GSM2173008 1,0bf3ce53-ac39-46af-bf30-c0d9395dc9ec
pancreatic A cell,SRR3563339,GSM2173009 1,4cdec129-5459-4e3d-b853-e892df5bdb34
pancreatic ductal cell,SRR3563340,GSM2173010 1,0380a970-04fa-4628-bf51-74700ce56a8b
type B pancreatic cell,SRR3563341,GSM2173011 1,d16c85f6-2ab1-4ebd-ba4e-6fb3a275764b
acinar cell,SRR3563342,GSM2173012 1,1a69f4f2-ed6c-4fc7-8aae-7db0b033ea98
type B pancreatic cell,SRR3563343,GSM2173013 1,cc8c65e8-b134-4710-b808-653a4eb4f73f
acinar cell,SRR3563344,GSM2173014 1,79fc7569-7af7-456f-819c-236fc8c4665d
acinar cell,SRR3563345,GSM2173015 1,2d67dfd4-50ed-4a4e-a5ea-f2ab4b16b4d6
pancreatic A cell,SRR3563346,GSM2173016 1,9b073933-d649-42ea-90af-4bf8deb16c42
type B pancreatic cell,SRR3563347,GSM2173017 1,11ba8192-4e90-4554-ace4-c36b21590b40
pancreatic A cell,SRR3563348,GSM2173018 1,409fc345-e019-4d96-9938-cc445587d056
acinar cell,SRR3563349,GSM2173019 1,417cd31f-548b-41d9-ab5b-9e2f07f6a451
acinar cell,SRR3563350,GSM2173020 1,579ee4a7-cff6-49ff-9fe2-6b1106ab5401
acinar cell,SRR3563351,GSM2173021 1,7ba0d6f2-aec9-49fe-a870-49e656ec5b10
pancreatic ductal cell,SRR3563352,GSM2173022 1,4da3c1da-1c11-439e-bd61-97dc5e64b45e
acinar cell,SRR3563353,GSM2173023 1,3cc94858-de29-401c-bb50-c18d442901a5
pancreatic ductal cell,SRR3563354,GSM2173024 1,e3e642d2-3618-4786-818a-77d309fe520f
acinar cell,SRR3563355,GSM2173025 1,502354d3-bb58-47f5-ad13-14aa31f988c2
pancreatic A cell,SRR3563356,GSM2173026 1,cda7b18b-be4e-43ac-bfde-af6c942a25e4
type B pancreatic cell,SRR3563357,GSM2173027 1,747eae1e-b1d7-4a27-a053-ce1027cf23bd
pancreatic ductal cell,SRR3563358,GSM2173028 1,e4d7a3bd-d886-4ba9-9572-87682456a197
pancreatic ductal cell,SRR3563359,GSM2173029 1,6ef0cf1b-cf73-4c49-a4e5-02251d875d59
type B pancreatic cell,SRR3563360,GSM2173030 1,05bb4f9e-8112-451a-8e27-c6c3229b5441
acinar cell,SRR3563361,GSM2173031 1,9a442c09-da63-48bf-b409-98da8745603e
acinar cell,SRR3563362,GSM2173032 1,0c20a1c7-fb1c-48b6-a115-a7d6ed219121
pancreatic A cell,SRR3563363,GSM2173033 1,60f4ee95-97d1-4857-9ab8-0b2a250cbd99
pancreatic ductal cell,SRR3563364,GSM2173034 1,91e121e7-64cf-4435-89ed-e9497bd643b2
acinar cell,SRR3563365,GSM2173035 1,80d52f66-0add-4c7e-80b7-6cc79c8c1a21
mesenchymal cell,SRR3563366,GSM2173036 1,18cc9445-b6e1-4c5e-89e8-0f392c653b68
acinar cell,SRR3563367,GSM2173037 1,71a7a795-636d-4390-8891-e9a567050de5
pancreatic A cell,SRR3563368,GSM2173038 1,a2a8abd3-6da3-46c8-b833-31c71432d237
acinar cell,SRR3563369,GSM2173039 1,001c7d56-04ec-4ffc-9ab6-79db0790393c
pancreatic A cell,SRR3563370,GSM2173040 1,91eddadc-6c32-4945-8d78-77dcc82541cb
acinar cell,SRR3563371,GSM2173041 1,6826844b-04d5-4b1c-a514-993c19bdf112
pancreatic ductal cell,SRR3563372,GSM2173042 1,1431bf65-bae1-42dc-84cd-d52f73b37d7f
pancreatic ductal cell,SRR3563373,GSM2173043 1,f3a37261-45f6-48d6-8a6a-5302e025747c
pancreatic A cell,SRR3563374,GSM2173044 1,720843c5-5b9b-477e-97ea-f0124b3bed30
pancreatic A cell,SRR3563375,GSM2173045 1,bd93696d-157e-41ac-a7a1-0fa520903d80
acinar cell,SRR3563376,GSM2173046 1,6607035b-6a61-4940-9e5b-8a55b3447bc4
acinar cell,SRR3563377,GSM2173047 1,11cafab2-3295-4cbc-85b4-7833e9d9117a
acinar cell,SRR3563378,GSM2173048 1,6a7f094e-5eaf-4880-aad7-7f1e3d01a2b2
pancreatic A cell,SRR3563379,GSM2173049 1,9364cf5c-e78f-4a43-8a25-c8438a957903
acinar cell,SRR3563380,GSM2173050 1,818c1655-054c-4fc8-b8b7-41da6a31b17f
pancreatic ductal cell,SRR3563381,GSM2173051 1,77510f1f-4871-45be-b120-a496e9af46eb
pancreatic A cell,SRR3563382,GSM2173052 1,b81d2897-fd1a-40db-9883-7c637c25b9a1
acinar cell,SRR3563383,GSM2173053 1,49282732-bef8-4229-ac21-6f4bce81f4a2
pancreatic A cell,SRR3563384,GSM2173054 1,11a8bbba-11ac-45b0-806a-f084f8d59ba5
pancreatic A cell,SRR3563385,GSM2173055 1,04f60cb7-5ced-4f3f-982f-799751334d45
pancreatic A cell,SRR3563386,GSM2173056 1,24e37a61-8233-44b1-8a33-0034c9b7b46f
pancreatic A cell,SRR3563387,GSM2173057 1,18495afb-a513-4c89-979c-5a6fa994569c
pancreatic A cell,SRR3563388,GSM2173058 1,c8ea19f5-0895-46c8-9bd9-bbd59540699a
mesenchymal cell,SRR3563389,GSM2173059 1,1351f5f1-9b45-46f4-af7c-bfc900e77850
mesenchymal cell,SRR3563390,GSM2173060 1,58a2785f-d738-4762-94e9-bbb8e5ab7871
pancreatic A cell,SRR3563391,GSM2173061 1,e21224a0-2521-4b79-b1be-6bfd8c74cc71
pancreatic A cell,SRR3563392,GSM2173062 1,66e62343-c7d1-4e8a-bc44-1dd0132b5922
pancreatic A cell,SRR3563393,GSM2173063 1,290ca795-5a99-4c69-9b9d-ecf5abd937df
pancreatic A cell,SRR3563394,GSM2173064 1,8ccb6823-3b5a-4c3a-8f9b-4bdc0a661ac3
mesenchymal cell,SRR3563395,GSM2173065 1,db99517a-fda4-4388-ac2e-701df41e833d
mesenchymal cell,SRR3563396,GSM2173066 1,d7657fe8-5db9-48c4-837d-1ae32bab01a2
acinar cell,SRR3563397,GSM2173067 1,75f72079-a077-47ce-8339-fc3ac82d443f
acinar cell,SRR3563398,GSM2173068 1,2f5b15f8-5aab-4dd9-a7ed-d4251a051734
acinar cell,SRR3563399,GSM2173069 1,7a69ed38-d5ac-4eac-9061-df0768e03029
pancreatic D cell,SRR3563400,GSM2173070 1,3ff043fa-3957-4c33-ab87-bdba1da0e4fe
pancreatic A cell,SRR3563401,GSM2173071 1,19e38b0f-4a07-4888-9005-90c99edb0a82
pancreatic A cell,SRR3563402,GSM2173072 1,d7cd1d48-e5fa-4bd9-93cb-4b4b41a32e5c
not available,SRR3563403,GSM2173073 1,44dd7e61-cb34-4cca-ae93-ab66a24f5306
acinar cell,SRR3563404,GSM2173074 1,2e48b41e-0430-4d59-bde8-361b8a6db620
acinar cell,SRR3563405,GSM2173075 1,90992453-a7e3-46ff-86ce-4e9ecea1c944
pancreatic A cell,SRR3563406,GSM2173076 1,4c16aaab-0f1d-4359-b7ee-29694ec31a47
pancreatic A cell,SRR3563407,GSM2173077 1,e49f92fc-2e04-4e2f-9893-f5e0f5c25509
not available,SRR3563408,GSM2173078 1,aad8bff9-89e3-4bec-80b7-28c6fc364d70
pancreatic A cell,SRR3563409,GSM2173079 1,a78e89af-bf7f-4b53-b2b8-9281b57be4a3
pancreatic A cell,SRR3563410,GSM2173080 1,e85a43f1-6f78-46cc-be6a-de0471ab3f28
